ward_id,tree_type,count
129,Artocarpus Heterophyllus Lam.,14
129,Azadirachta Indica A. Juss.,3
129,Bauhinia Racemosa Lam,3
129,Broussonetia Papyrifera Vent,11
129,Caryota Mitis Lour.,1
129,Cassia Fistula L.,1
129,Cassia Grandis L.F,1
129,Cassia Spectabilis Dc.,2
129,Cirtus Grandis (L.) Osbeck,2
129,Cocos Nucifera L.,7
129,Crescentia Cujete L.,1
129,Delonix Regia (Bojer Ex Hook.) Raf.,5
129,Dillenia Indica L,1
129,Dypsis Lutescens (Wendl.) Beentze & Dransfield,2
129,Eriobotrya Japonica (Thunb.) Lindley,1
129,Erythroxylum Monogynum Roxb.,1
129,Ficus Benghalensis L.,13
129,Ficus Racemosa L.,12
129,Ficus Religiosa L.,11
129,Grevillea Robusta Cunn. Ex R. Br.,2
129,Hibiscus Tiliaceus L,1
129,Kigelia Africana (Lam.) Benth,1
129,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,39
129,Lonchocarpus Minimiflorus J.D. Smith,1
129,Mangifera Indica L.,20
129,Markhamia Lutea (Benth.) K.Schum,11
129,Melaleuca Bracteate F. Muell.,1
129,Millingtonia Hortensis L.F,1
129,Mitragyna Parviflora (Roxb.) Korth.,1
129,Morus Alba L.,2
129,Muntingia Calabura L.,6
129,Parkia Biglandulosa Wt. & Arn.,1
129,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,29
129,Pongamia Pinnata (L.) Pierre,31
129,Psidium Guajava L.,2
129,Samanea Saman (Jacq.) Merr.,10
129,Saraca Asoca (Roxb.) De Wilde,47
129,Sesbania Grandiflora (L.) Poiret,4
129,Swietenia Macrophylla King,2
129,Swietenia Mahagoni (L.) Jacq.,66
129,Syzygium Cumini (L.) Skeels,5
129,Tamarindus Indica L.,2
129,Terminalia Arjuna (Roxb. Ex Dc.) Wight & Arn.,2
129,Terminalia Catappa L,16
129,Terminalia Crenulata Roth,1
129,Thespesia Populnea,4
129,Wrightia Tinctoria (Roxb.) R. Br,4
131,Aleurites Moluccana (L.) Wild.,1
131,Alstonia Macrophylla Wall. Ex Dc.,26
131,Annona Squamosa L,8
131,Artocarpus Heterophyllus Lam.,2
131,Azadirachta Indica A. Juss.,10
131,Bauhinia Racemosa Lam,37
131,Broussonetia Papyrifera Vent,7
131,Caesalpinia Ferrea Mart. Ex Tul.,3
131,Ceiba Pentandra (L.) Gaertn.,1
131,Chukrasia Tabularis A. Juss.,1
131,Cirtus Grandis (L.) Osbeck,1
131,Cocos Nucifera L.,8
131,Cordia Wallichii G. Don,3
131,Cyrtostachys Renda Blume,1
131,Delonix Regia (Bojer Ex Hook.) Raf.,121
131,Eugenia Uniflora L,16
131,Ficus Benghalensis L.,8
131,Ficus Benjamina L.,41
131,Ficus Racemosa L.,40
131,Ficus Religiosa L.,29
131,Filicium Decipiens (Wt. & Arn.),1
131,Gliricidia Sepium,1
131,Gmelina Arborea Roxb.,40
131,Grevillea Robusta Cunn. Ex R. Br.,25
131,Heritiera Littoralis Dyrand.,9
131,Kigelia Africana (Lam.) Benth,1
131,Leucaena Latisiliqua (L.) Gillis,22
131,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,10
131,Mangifera Indica L.,22
131,Markhamia Lutea (Benth.) K.Schum,194
131,Michelia Longifolia Blume,20
131,Millingtonia Hortensis L.F,108
131,Mimusops Elengi L.,1
131,Moringa Oleifera Lam.,24
131,Neolomarckia,1
131,Others,40
131,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,61
131,Phoenix Rupicola T. Anders,1
131,Plumeria Rubra L. Forma Tricolor,1
131,Polyalthia Longifolia (Sonn.) Thwaites,2
131,Pongamia Pinnata (L.) Pierre,167
131,Psidium Guajava L.,3
131,Roystonea Regia (H.B.K) O. F. Cook,34
131,Samanea Saman (Jacq.) Merr.,47
131,Santalum Album L,3
131,Saraca Asoca (Roxb.) De Wilde,92
131,Spathodea Campanulata P. Beauv,15
131,Swietenia Mahagoni (L.) Jacq.,167
131,Syzygium Cumini (L.) Skeels,27
131,Syzygium Nervosum Dc,1
131,Tabebuia Impetiginosa (Mart. Ex Dc.) Standl.,17
131,Tabebuia Pallida (Lindley) Miers,1
131,Tabebuia Rosea (Bertol) Dc.,123
131,Talauma Mutabilis Bl.,1
131,Tamarindus Indica L.,3
131,Tectona Grandis L.F,1
131,Terminalia Catappa L,49
131,Thespesia Populnea,137
131,Thevetia Peruviana (Pers.) Merr.,2
137,Ficus Racemosa L.,1
137,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,1
137,Spathodea Campanulata P. Beauv,1
137,Swietenia Mahagoni (L.) Jacq.,1
137,Thespesia Populnea,1
146,Pongamia Pinnata (L.) Pierre,1
146,Terminalia Catappa L,1
148,Others,1
150,Pongamia Pinnata (L.) Pierre,1
154,Swietenia Mahagoni (L.) Jacq.,1
162,Acacia Auriculiformis Cunn. Ex Benth,3
162,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,3
162,Albizia Odoratissima (L.F.) Bent,1
162,Anacardium Occidentale L.,1
162,Annona Squamosa L,26
162,Artocarpus Altitilis (Park.) Fosb.,3
162,Artocarpus Heterophyllus Lam.,8
162,Artocarpus Hirsutus Lam.,3
162,Azadirachta Indica A. Juss.,14
162,Bauhinia Purpurea L.,3
162,Bauhinia Racemosa Lam,1
162,Bauhinia Variegata L.,3
162,Broussonetia Luzonica Bureau,1
162,Broussonetia Papyrifera Vent,1
162,Calamus Prasinus Lak. & Renuka,6
162,Callistemon Viminalis (Soland. Ex Gaertn.) G. Don,4
162,Calophyllum Inophyllum L,1
162,Cassia Roxburghii Dc.,7
162,Casuarina Equisetifolia L.,2
162,Ceiba Speciosa (A. St. Hil.) Ravenna,4
162,Cocos Nucifera L.,50
162,Cordia Wallichii G. Don,1
162,Couroupita Guianensis Abul.,1
162,Delonix Regia (Bojer Ex Hook.) Raf.,2
162,Elaeocarpus Grandis F. Muell.,1
162,Erythrina Umbrosa Kunth,1
162,Eucalyptus Tereticornis Sm.,1
162,Ficus Benghalensis L.,5
162,Ficus Racemosa L.,13
162,Filicium Decipiens (Wt. & Arn.),1
162,Firmiana Colorata (Roxb.) R. Br.,2
162,Gliricidia Sepium,2
162,Gmelina Arborea Roxb.,1
162,Grevillea Robusta Cunn. Ex R. Br.,6
162,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,35
162,Lagerstroemia Speciosa (L.) Pers,5
162,Litchi Chinensis Sonn.,1
162,Madhuca Indica J. Gmelin,7
162,Mangifera Indica L.,13
162,Manihot Glaziovii Muell. -Arg,1
162,Manilkara Zapota (L.) P. Royen,10
162,Melia Dubia Cav,1
162,Michelia Champaca L,2
162,Muntingia Calabura L.,20
162,Murraya Koenigii (L.) Spreng.,2
162,Ochroma Lagopus Sw,9
162,Others,3
162,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,9
162,Pithecellobium Dulce (Roxb.) Benth.,1
162,Plumeria Rubra L. Forma Acutifolia,4
162,Pongamia Pinnata (L.) Pierre,108
162,Pterocarpus Marsupium Roxb,3
162,Pterospermum Acerifolium (L.) Wild,1
162,Samanea Saman (Jacq.) Merr.,4
162,Saraca Asoca (Roxb.) De Wilde,43
162,Spathodea Campanulata P. Beauv,18
162,Swietenia Macrophylla King,1
162,Swietenia Mahagoni (L.) Jacq.,30
162,Syagrus Romanzoffianum (Cham),1
162,Syzygium Cumini (L.) Skeels,7
162,Syzygium Laetum (Buch. -Ham.),1
162,Syzygium Nervosum Dc,1
162,Tabebuia Chrysotricha (Mart. Ex Dc.) Standl,1
162,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,5
162,Terminalia Catappa L,28
162,Thespesia Populnea,6
162,Vitex Altissima L.F,5
162,Wrightia Tinctoria (Roxb.) R. Br,1
163,Annona Squamosa L,2
163,Artocarpus Heterophyllus Lam.,1
163,Azadirachta Indica A. Juss.,2
163,Bauhinia Variegata L.,6
163,Calamus Prasinus Lak. & Renuka,1
163,Cassia Fistula,1
163,Cassia Roxburghii Dc.,1
163,Cedrela Odorata L,1
163,Centrolobium Microchaete (Mart. Ex Benth.),1
163,Cocos Nucifera L.,6
163,Delonix Regia (Bojer Ex Hook.) Raf.,2
163,Ficus Racemosa L.,2
163,Firmiana Colorata (Roxb.) R. Br.,1
163,Grevillea Robusta Cunn. Ex R. Br.,1
163,Jacaranda Acutifolia Humb. & Bonp,1
163,Madhuca Indica J. Gmelin,1
163,Mangifera Indica L.,3
163,Neolomarckia,1
163,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,11
163,Pongamia Pinnata (L.) Pierre,35
163,Pterocarpus Marsupium Roxb,1
163,Saraca Asoca (Roxb.) De Wilde,10
163,Spathodea Campanulata P. Beauv,4
163,Swietenia Mahagoni (L.) Jacq.,3
163,Syzygium Cumini (L.) Skeels,1
163,Syzygium Laetum (Buch. -Ham.),1
163,Terminalia Catappa L,24
163,Wrightia Tinctoria (Roxb.) R. Br,1
164,Acacia Auriculiformis Cunn. Ex Benth,6
164,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,4
164,Aegle Marmelos (L.) Corr. Serr.,2
164,Ailanthus Triphysa (Dennst.) Alston,2
164,Albizia Odoratissima (L.F.) Bent,1
164,Alstonia Scholaris (L.) R. Br.,1
164,Anacardium Occidentale L.,2
164,Annona Squamosa L,16
164,Artocarpus Heterophyllus Lam.,22
164,Artocarpus Hirsutus Lam.,4
164,Azadirachta Indica A. Juss.,37
164,Barringtonia Acutangula (L.),1
164,Bauhinia Purpurea L.,1
164,Bauhinia Racemosa Lam,3
164,Bauhinia Variegata L.,18
164,Bombax Malabaricum Dc,6
164,Brassaia Actinophylla Endl. Var. Capitata Clarke,1
164,Broussonetia Luzonica Bureau,6
164,Broussonetia Papyrifera Vent,1
164,Calophyllum Inophyllum L,1
164,Cassia Grandis L.F,1
164,Cassia Moschata Kunth,1
164,Cassia Roxburghii Dc.,32
164,Cassia Spectabilis Dc.,1
164,Cedrela Odorata L,4
164,Ceiba Speciosa (A. St. Hil.) Ravenna,14
164,Cocos Nucifera L.,122
164,Cordia Wallichii G. Don,2
164,Delonix Regia (Bojer Ex Hook.) Raf.,3
164,Diospyros Ebenum Koenig.,1
164,Enterolobium Contortisiliqum (Vell.),1
164,Erythrina Umbrosa Kunth,2
164,Erythroxylum Monogynum Roxb.,3
164,Eucalyptus Tereticornis Sm.,22
164,Ficus Benghalensis L.,13
164,Ficus Racemosa L.,18
164,Filicium Decipiens (Wt. & Arn.),1
164,Firmiana Colorata (Roxb.) R. Br.,1
164,Garcinia Indica (Thouars) Choisy,1
164,Gliricidia Sepium,2
164,Gmelina Arborea Roxb.,1
164,Grevillea Robusta Cunn. Ex R. Br.,55
164,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,295
164,Jacaranda Acutifolia Humb. & Bonp,1
164,Lagerstroemia Speciosa (L.) Pers,16
164,Madhuca Indica J. Gmelin,11
164,Mangifera Indica L.,31
164,Manihot Glaziovii Muell. -Arg,1
164,Manilkara Zapota (L.) P. Royen,19
164,Melia Dubia Cav,6
164,Michelia Champaca L,2
164,Mitragyna Parviflora (Roxb.) Korth.,1
164,Muntingia Calabura L.,37
164,Murraya Koenigii (L.) Spreng.,12
164,Ochroma Lagopus Sw,13
164,Others,2
164,Parkia Biglandulosa Wt. & Arn.,1
164,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,36
164,Phoenix Rupicola T. Anders,1
164,Phyllanthus Acidus (L.) Skeels,3
164,Plumeria Rubra L. Forma Acutifolia,2
164,Plumeria Rubra L. Forma Lutea,1
164,Polyalthia Longifolia (Sonn.) Thwaites,1
164,Pongamia Pinnata (L.) Pierre,277
164,Pritchardia Pacifica Seem. & H. Wendl.,1
164,Pseudobombax Ellipticum (H.B.K.) Dug,2
164,Psidium Guajava L.,2
164,Pterocarpus Marsupium Roxb,3
164,Samanea Saman (Jacq.) Merr.,2
164,Santalum Album L,1
164,Sapium Sebiferum (L.) Roxb.,1
164,Saraca Asoca (Roxb.) De Wilde,92
164,Sesbania Grandiflora (L.) Poiret,1
164,Simarouba Glauca Dc.,1
164,Spathodea Campanulata P. Beauv,66
164,Spondias Pinnata (L.F.) Kurz,2
164,Swietenia Mahagoni (L.) Jacq.,118
164,Syagrus Romanzoffianum (Cham),1
164,Syzygium Cumini (L.) Skeels,9
164,Syzygium Laetum (Buch. -Ham.),3
164,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,9
164,Terminalia Arjuna (Roxb. Ex Dc.) Wight & Arn.,1
164,Terminalia Catappa L,52
164,Thespesia Populnea,16
164,Thespesia Populnea (L.) Sol. Ex Corr. Serr,3
164,Vitex Altissima L.F,2
164,Wrightia Tinctoria (Roxb.) R. Br,1
165,Acacia Auriculiformis Cunn. Ex Benth,6
165,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,4
165,Aegle Marmelos (L.) Corr. Serr.,1
165,Ailanthus Triphysa (Dennst.) Alston,4
165,Aleurites Moluccana (L.) Wild.,1
165,Alstonia Scholaris (L.) R. Br.,1
165,Anacardium Occidentale L.,11
165,Annona Squamosa L,52
165,Artocarpus Altitilis (Park.) Fosb.,3
165,Artocarpus Heterophyllus Lam.,29
165,Artocarpus Hirsutus Lam.,11
165,Averrhoa Carambola L.,1
165,Azadirachta Indica A. Juss.,31
165,Bauhinia Forficata,3
165,Bauhinia Purpurea L.,2
165,Bauhinia Variegata L.,41
165,Bombax Malabaricum Dc,1
165,Broussonetia Luzonica Bureau,10
165,Callistemon Viminalis (Soland. Ex Gaertn.) G. Don,1
165,Caryota Urens L,4
165,Cassia Fistula,1
165,Cassia Fistula L.,1
165,Cassia Javanica L.,9
165,Cassia Moschata Kunth,7
165,Cassia Roxburghii Dc.,11
165,Cedrela Odorata L,1
165,Ceiba Pentandra (L.) Gaertn.,1
165,Ceiba Speciosa (A. St. Hil.) Ravenna,40
165,Centrolobium Microchaete (Mart. Ex Benth.),9
165,Citharexylum Fruticosum L.,2
165,Clusia Rosea Jacq.,1
165,Cocos Nucifera L.,158
165,Crescentia Cujete L.,2
165,Cyrtostachys Renda Blume,1
165,Delonix Regia (Bojer Ex Hook.) Raf.,7
165,Emblica Officinalis Gaertn.,17
165,Enterolobium Contortisiliqum (Vell.),1
165,Erythrina Suberosa Roxb.,1
165,Erythrina Umbrosa Kunth,11
165,Erythroxylum Monogynum Roxb.,1
165,Eucalyptus Tereticornis Sm.,4
165,Ficus Benghalensis L.,16
165,Ficus Benjamina L.,1
165,Ficus Pandurata Hance,2
165,Ficus Racemosa L.,40
165,Ficus Religiosa L.,1
165,Filicium Decipiens (Wt. & Arn.),2
165,Firmiana Colorata (Roxb.) R. Br.,14
165,Garcinia Indica (Thouars) Choisy,2
165,Gliricidia Sepium,20
165,Gmelina Arborea Roxb.,1
165,Grevillea Robusta Cunn. Ex R. Br.,33
165,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,294
165,Jacaranda Acutifolia Humb. & Bonp,9
165,Lagerstroemia Speciosa (L.) Pers,45
165,Limonia Acidissima L.,1
165,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,2
165,Madhuca Indica J. Gmelin,24
165,Majidea Zanguebarica Oliv.,2
165,Malpighia Glabra L.,1
165,Mangifera Indica L.,28
165,Manilkara Zapota (L.) P. Royen,19
165,Melaleuca Bracteate F. Muell.,1
165,Melia Dubia Cav,12
165,Mesua Ferrea L,2
165,Michelia Champaca L,68
165,Millingtonia Hortensis L.F,1
165,Moringa Oleifera Lam.,9
165,Muntingia Calabura L.,62
165,Murraya Koenigii (L.) Spreng.,11
165,Neolomarckia,1
165,Ochroma Lagopus Sw,19
165,Peltophorum Africanum Sond.,1
165,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,219
165,Persea Macrantha (Nees) Kosterm,1
165,Phoenix Rupicola T. Anders,3
165,Phyllanthus Acidus (L.) Skeels,21
165,Plumeria Rubra L. Forma Acutifolia,1
165,Polyalthia Longifolia (Sonn.) Thwaites,1
165,Pongamia Pinnata (L.) Pierre,423
165,Pritchardia Pacifica Seem. & H. Wendl.,1
165,Psidium Guajava L.,2
165,Pterocarpus Marsupium Roxb,19
165,Pterospermum Acerifolium (L.) Wild,4
165,Ptychosperma Macarthuri Nichols,1
165,Samanea Saman (Jacq.) Merr.,98
165,Santalum Album L,1
165,Saraca Asoca (Roxb.) De Wilde,347
165,Schotia Brachypetala Sonder,1
165,Semecarpus Anacardium L.F,2
165,Sesbania Grandiflora (L.) Poiret,11
165,Simarouba Glauca Dc.,1
165,Spathodea Campanulata P. Beauv,239
165,Spondias Pinnata (L.F.) Kurz,1
165,Swietenia Macrophylla King,1
165,Swietenia Mahagoni (L.) Jacq.,307
165,Syagrus Romanzoffianum (Cham),7
165,Syzygium Cumini (L.) Skeels,32
165,Syzygium Laetum (Buch. -Ham.),4
165,Tabebuia Chrysotricha (Mart. Ex Dc.) Standl,1
165,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,7
165,Tamarindus Indica L.,3
165,Terminalia Catappa L,126
165,Thespesia Populnea,27
165,Toona Ciliata M. Roeme,1
165,Vitex Altissima L.F,9
165,Wrightia Tinctoria (Roxb.) R. Br,7
165,ficus Drupacea,1
166,Acacia Auriculiformis Cunn. Ex Benth,2
166,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,1
166,Annona Reticulata L.,1
166,Artocarpus Heterophyllus Lam.,3
166,Bauhinia Variegata L.,1
166,Cassia Moschata Kunth,7
166,Cassia Roxburghii Dc.,2
166,Cedrela Odorata L,1
166,Ceiba Speciosa (A. St. Hil.) Ravenna,1
166,Cocos Nucifera L.,10
166,Eugenia Uniflora L,1
166,Ficus Benghalensis L.,4
166,Ficus Racemosa L.,8
166,Grevillea Robusta Cunn. Ex R. Br.,15
166,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,4
166,Jacaranda Acutifolia Humb. & Bonp,3
166,Mangifera Indica L.,7
166,Melia Azedarach L,1
166,Michelia Champaca L,1
166,Muntingia Calabura L.,2
166,Neolomarckia,1
166,Ochroma Lagopus Sw,2
166,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,28
166,Phyllanthus Acidus (L.) Skeels,3
166,Pongamia Pinnata (L.) Pierre,25
166,Samanea Saman (Jacq.) Merr.,33
166,Saraca Asoca (Roxb.) De Wilde,52
166,Spathodea Campanulata P. Beauv,17
166,Swietenia Macrophylla King,1
166,Swietenia Mahagoni (L.) Jacq.,18
166,Syagrus Romanzoffianum (Cham),1
166,Syzygium Cumini (L.) Skeels,1
166,Terminalia Catappa L,16
166,Thespesia Populnea,10
167,Acacia Auriculiformis Cunn. Ex Benth,16
167,Acacia Catechu (L. F.) Wild.,1
167,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,36
167,Aegle Marmelos (L.) Corr. Serr.,1
167,Ailanthus Triphysa (Dennst.) Alston,8
167,Alstonia Macrophylla Wall. Ex Dc.,1
167,Alstonia Scholaris (L.) R. Br.,3
167,Anacardium Occidentale L.,5
167,Annona Squamosa L,89
167,Araucaria Columnaris,2
167,Artocarpus Altitilis (Park.) Fosb.,1
167,Artocarpus Heterophyllus Lam.,131
167,Artocarpus Hirsutus Lam.,2
167,Azadirachta Indica A. Juss.,55
167,Barringtonia Acutangula (L.),1
167,Barringtonia Asiatica (L.) Kurz,1
167,Bauhinia Forficata,2
167,Bauhinia Tomentosa L.,1
167,Bauhinia Variegata L.,42
167,Brassaia Actinophylla Endl. Var. Capitata Clarke,2
167,Broussonetia Luzonica Bureau,11
167,Calamus Prasinus Lak. & Renuka,1
167,Caryota Urens L,2
167,Cassia Fistula,1
167,Cassia Javanica L.,4
167,Cassia Roxburghii Dc.,1
167,Casuarina Equisetifolia L.,1
167,Cedrela Odorata L,4
167,Ceiba Speciosa (A. St. Hil.) Ravenna,11
167,Centrolobium Microchaete (Mart. Ex Benth.),1
167,Cirtus Grandis (L.) Osbeck,1
167,Citharexylum Fruticosum L.,1
167,Cocos Nucifera L.,253
167,Cordia Wallichii G. Don,1
167,Crescentia Cujete L.,1
167,Delonix Regia (Bojer Ex Hook.) Raf.,29
167,Dillenia Indica L,1
167,Diospyros Melanoxylon Roxb.,3
167,Duadanga Grandiflora (Roxb. Ex Dc.) Walp.,1
167,Dypsis Lutescens (Wendl.) Beentze & Dransfield,2
167,Elaeocarpus Grandis F. Muell.,2
167,Emblica Officinalis Gaertn.,1
167,Eucalyptus Tereticornis Sm.,52
167,Eugenia Uniflora L,29
167,Ficus Benghalensis L.,6
167,Ficus Elastica Roxb. Ex Hornem,1
167,Ficus Pandurata Hance,2
167,Ficus Racemosa L.,58
167,Ficus Religiosa L.,10
167,Ficus Virens Aiton (Ficus Infectoria Sensu Roxb. -Type Iii),2
167,Filicium Decipiens (Wt. & Arn.),1
167,Firmiana Colorata (Roxb.) R. Br.,6
167,Gliricidia Sepium,5
167,Grevillea Robusta Cunn. Ex R. Br.,60
167,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,178
167,Jacaranda Acutifolia Humb. & Bonp,37
167,Joannesia Princeps Vell,1
167,Kigelia Africana (Lam.) Benth,1
167,Lagerstroemia Speciosa (L.) Pers,28
167,Leucaena Latisiliqua (L.) Gillis,1
167,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,1
167,Madhuca Indica J. Gmelin,16
167,Majidea Zanguebarica Oliv.,3
167,Malpighia Glabra L.,2
167,Mangifera Indica L.,236
167,Manilkara Zapota (L.) P. Royen,28
167,Markhamia Lutea (Benth.) K.Schum,11
167,Melia Dubia Cav,8
167,Mesua Ferrea L,2
167,Michelia Champaca L,23
167,Millettia Peguensis Ali,1
167,Millingtonia Hortensis L.F,48
167,Mimusops Elengi L.,1
167,Moringa Oleifera Lam.,2
167,Muntingia Calabura L.,11
167,Murraya Koenigii (L.) Spreng.,14
167,Neolomarckia,4
167,Ochroma Lagopus Sw,1
167,Parkia Biglandulosa Wt. & Arn.,1
167,Peltophorum Africanum Sond.,1
167,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,259
167,Persea Americana Mille,1
167,Phyllanthus Acidus (L.) Skeels,23
167,Plumeria Obtusa L. Var. Sericiflora,3
167,Polyalthia Longifolia (Sonn.) Thwaites,2
167,Pongamia Pinnata (L.) Pierre,299
167,Pterocarpus Marsupium Roxb,6
167,Rhapis Excelsa Henry,3
167,Samanea Saman (Jacq.) Merr.,65
167,Santalum Album L,5
167,Sapindus Laurifolius Vahl,2
167,Saraca Asoca (Roxb.) De Wilde,420
167,Semecarpus Anacardium L.F,3
167,Sesbania Grandiflora (L.) Poiret,7
167,Shorea Roxburghii G. Don,1
167,Simarouba Glauca Dc.,6
167,Spathodea Campanulata P. Beauv,135
167,Spondias Pinnata (L.F.) Kurz,2
167,Swietenia Macrophylla King,8
167,Swietenia Mahagoni (L.) Jacq.,709
167,Syagrus Romanzoffianum (Cham),2
167,Syzygium Cumini (L.) Skeels,50
167,Syzygium Nervosum Dc,5
167,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,1
167,Terminalia Catappa L,126
167,Thespesia Populnea,125
167,Thespesia Populnea (L.) Sol. Ex Corr. Serr,1
167,Toona Ciliata M. Roeme,25
167,Vitex Altissima L.F,5
167,Wrightia Tinctoria (Roxb.) R. Br,2
167,ficus Drupacea,1
168,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,41
168,Ailanthus Triphysa (Dennst.) Alston,1
168,Annona Squamosa L,11
168,Artocarpus Heterophyllus Lam.,2
168,Azadirachta Indica A. Juss.,4
168,Bauhinia Purpurea L.,1
168,Bauhinia Variegata L.,4
168,Cinnamomum Verum J.S. Presl,1
168,Cocos Nucifera L.,26
168,Crescentia Cujete L.,1
168,Delonix Regia (Bojer Ex Hook.) Raf.,10
168,Erythrina Suberosa Roxb.,1
168,Ficus Benghalensis L.,178
168,Ficus Pandurata Hance,1
168,Ficus Racemosa L.,6
168,Ficus Religiosa L.,1
168,Gliricidia Sepium,1
168,Grevillea Robusta Cunn. Ex R. Br.,8
168,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,1
168,Lagerstroemia Speciosa (L.) Pers,4
168,Madhuca Indica J. Gmelin,1
168,Mangifera Indica L.,8
168,Michelia Champaca L,2
168,Millingtonia Hortensis L.F,7
168,Muntingia Calabura L.,26
168,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,190
168,Phyllanthus Acidus (L.) Skeels,3
168,Pongamia Pinnata (L.) Pierre,511
168,Pterocarpus Marsupium Roxb,3
168,Samanea Saman (Jacq.) Merr.,58
168,Saraca Asoca (Roxb.) De Wilde,7
168,Simarouba Glauca Dc.,1
168,Spathodea Campanulata P. Beauv,13
168,Swietenia Macrophylla King,1
168,Swietenia Mahagoni (L.) Jacq.,115
168,Terminalia Catappa L,28
168,Thespesia Populnea,19
168,Toona Ciliata M. Roeme,1
168,Wrightia Tinctoria (Roxb.) R. Br,2
169,Acacia Auriculiformis Cunn. Ex Benth,2
169,Annona Squamosa L,1
169,Araucaria Columnaris,1
169,Azadirachta Indica A. Juss.,2
169,Bauhinia Variegata L.,1
169,Brassaia Actinophylla Endl. Var. Capitata Clarke,1
169,Grevillea Robusta Cunn. Ex R. Br.,3
169,Malpighia Glabra L.,4
169,Mangifera Indica L.,2
169,Michelia Champaca L,9
169,Muntingia Calabura L.,2
169,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,17
169,Phyllanthus Acidus (L.) Skeels,4
169,Pongamia Pinnata (L.) Pierre,10
169,Pterocarpus Marsupium Roxb,1
169,Samanea Saman (Jacq.) Merr.,6
169,Saraca Asoca (Roxb.) De Wilde,6
169,Spathodea Campanulata P. Beauv,2
169,Swietenia Mahagoni (L.) Jacq.,27
169,Syzygium Cumini (L.) Skeels,2
169,Terminalia Catappa L,6
169,Thespesia Populnea,10
170,Acacia Auriculiformis Cunn. Ex Benth,4
170,Acacia Chundra (Roxb. Ex Rottl.),1
170,Acacia Leucophloea (Roxb.) Wild,4
170,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,25
170,Aegle Marmelos (L.) Corr. Serr.,2
170,Ailanthus Triphysa (Dennst.) Alston,4
170,Albizia Lebbeck (L.) Benth.,1
170,Anacardium Occidentale L.,2
170,Annona Reticulata L.,1
170,Annona Squamosa L,28
170,Artocarpus Heterophyllus Lam.,13
170,Artocarpus Hirsutus Lam.,4
170,Azadirachta Indica A. Juss.,62
170,Barringtonia Acutangula (L.),1
170,Bauhinia Forficata,4
170,Bauhinia Purpurea L.,5
170,Bauhinia Racemosa Lam,6
170,Bauhinia Variegata L.,25
170,Broussonetia Luzonica Bureau,5
170,Broussonetia Papyrifera Vent,1
170,Calamus Prasinus Lak. & Renuka,1
170,Callistemon Viminalis (Soland. Ex Gaertn.) G. Don,12
170,Calophyllum Inophyllum L,2
170,Caryota Urens L,2
170,Cassia Fistula,4
170,Cassia Javanica L.,12
170,Cassia Moschata Kunth,65
170,Cassia Roxburghii Dc.,6
170,Cassine Paniculata (Wight & Arn.),1
170,Casuarina Equisetifolia L.,1
170,Cedrela Odorata L,4
170,Ceiba Pentandra (L.) Gaertn.,1
170,Ceiba Speciosa (A. St. Hil.) Ravenna,3
170,Cinnamomum Verum J.S. Presl,1
170,Cocos Nucifera L.,75
170,Cordia Wallichii G. Don,1
170,Crescentia Cujete L.,1
170,Dalbergia Sissoo Roxb.,4
170,Delonix Regia (Bojer Ex Hook.) Raf.,1
170,Dillenia Indica L,1
170,Diospyros Ebenum Koenig.,1
